event_type,repo,actor,created_at,text,in_reply_to
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T01:13:31Z,"[vc]: #JLAA9dvmM5vZJ2V9uIyW4BVVRgiJ4vHTBzhRttTxGrQ=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJyb290RGlyZWN0b3J5IjoiZG9jcyIsImluc3BlY3RvclVybCI6Imh0dHBzOi8vdmVyY2VsLmNvbS9sYW5nY2hhaW4vbGFuZ2NoYWluLzhycjZmNk5uN3p4MjR5RERkb2pFOEx3YndqY3YiLCJwcmV2aWV3VXJsIjoibGFuZ2NoYWluLWdpdC1mb3JrLWtlZW5ib3JkZXI3ODYtdG9vbGNob2ljZW9wdGlvbi1sYW5nY2hhaW4udmVyY2VsLmFwcCIsIm5leHRDb21taXRTdGF0dXMiOiJQRU5ESU5HIiwibGl2ZUZlZWRiYWNrIjp7InJlc29sdmVkIjowLCJ1bnJlc29sdmVkIjowLCJ0b3RhbCI6MCwibGluayI6ImxhbmdjaGFpbi1naXQtZm9yay1rZWVuYm9yZGVyNzg2LXRvb2xjaG9pY2VvcHRpb24tbGFuZ2NoYWluLnZlcmNlbC5hcHAifX1dfQ==
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/8rr6f6Nn7zx24yDDdojE8Lwbwjcv)) | [Visit Preview](https://langchain-git-for",
IssueCommentEvent,deepseek-ai/DeepSeek-R1,Mizersy,2025-01-21T01:16:56Z,It seems that Table 6 in the paper could answer your question.,
PullRequestEvent,langchain-ai/langchain,baskaryan,2025-01-21T01:17:33Z,core[patch]: 0.3.31,
IssueCommentEvent,ollama/ollama,20246688,2025-01-21T01:28:32Z,"> Seems like a question for [ollama-python](https://github.com/ollama/ollama-python/issues).

Did you reference the tools.py example from ollama-python/examples for this tool usage demo? I’d like to know if it can support streaming output.",
IssueCommentEvent,deepseek-ai/DeepSeek-R1,Spike-Leung,2025-01-21T01:41:17Z,"![Image](https://github.com/user-attachments/assets/4fa11e98-9a02-403d-baef-b442be6c34ac)

According to the [docs](https://api-docs.deepseek.com/quick_start/parameter_settings)， `temperature` should work:

> [The DeepSeek API uses an API format compatible with OpenAI.](https://api-docs.deepseek.com/#:~:text=The%20DeepSeek%20API%20uses%20an%20API%20format%20compatible%20with%20OpenAI.)

OpenAI API param is also [temperature](https://platform.openai.com/docs/api-reference/audio/createTranscription#audio-createtranscription-temperature).",
IssueCommentEvent,langchain-ai/langchain,raveharpaz,2025-01-21T01:54:59Z,"@AndOliver46 , thanks for the msg. You are correct, it only works for Cohere at the moment. We'll be adding support for llama some time soon",
IssueCommentEvent,ollama/ollama,20246688,2025-01-21T01:57:15Z,And I found that the ollama-Python/examples/tools.py script cannot specify an IP address.,
PullRequestEvent,langchain-ai/langchain,cbornet,2025-01-21T01:59:55Z,core: Add ruff rules TCH Done by auto-fix,
PullRequestEvent,langchain-ai/langchain,cbornet,2025-01-21T02:03:11Z,core: Add ruff rules TCH Done by auto-fix,
IssuesEvent,deepseek-ai/DeepSeek-R1,White-Friday,2025-01-21T02:04:09Z,请问需要增加system prompt，如果需要，可以分享一下吗？,
IssueCommentEvent,deepseek-ai/DeepSeek-R1,DragonFive,2025-01-21T02:12:48Z,+1,
PullRequestEvent,langchain-ai/langchain,baskaryan,2025-01-21T02:19:41Z,langchain[patch]: Release 0.3.15,
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T02:19:45Z,"[vc]: #0mT+xNe9IeA1nBY34eoWz8nroUtTC3kOR6MYPIciLg8=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJpbnNwZWN0b3JVcmwiOiJodHRwczovL3ZlcmNlbC5jb20vbGFuZ2NoYWluL2xhbmdjaGFpbi9IeUpyVWE5NFBubUtuUkx1a2U2eFFjVnc4elRDIiwicHJldmlld1VybCI6ImxhbmdjaGFpbi1naXQtYmFnYXR1ci1sYW5nY2hhaW4wMzE1LWxhbmdjaGFpbi52ZXJjZWwuYXBwIiwibmV4dENvbW1pdFN0YXR1cyI6IlBFTkRJTkciLCJsaXZlRmVlZGJhY2siOnsicmVzb2x2ZWQiOjAsInVucmVzb2x2ZWQiOjAsInRvdGFsIjowLCJsaW5rIjoibGFuZ2NoYWluLWdpdC1iYWdhdHVyLWxhbmdjaGFpbjAzMTUtbGFuZ2NoYWluLnZlcmNlbC5hcHAifX1dfQ==
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/HyJrUa94PnmKnRLuke6xQcVw8zTC)) | [Visit Preview](https://langchain-git-bagatur-langchain0315-langchain.vercel.app) | 💬 [**Add feedback**](http",
IssuesEvent,deepseek-ai/DeepSeek-R1,sunnyhwang,2025-01-21T02:22:13Z,微信群人满了 麻烦能提供一下最新群聊的二维码吗？谢谢,
PullRequestEvent,langchain-ai/langchain,baskaryan,2025-01-21T02:24:12Z,langchain[patch]: Release 0.3.15,
IssuesEvent,langchain-ai/langchain,to-sora,2025-01-21T02:46:20Z,"VLLMOpenAI api issues ### Checked other resources

- [x] I added a very descriptive title to this issue.
- [x] I searched the LangChain documentation with the integrated search.
- [x] I used the GitHub search to find a similar question and didn't find it.
- [x] I am sure that this is a bug in LangChain rather than my code.
- [x] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code

I am using vllm and want to use batch process.
The vllm is start by 
```
vllm serve  /mnt/DATA7/MODEL/vllm_model/gguf/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf  --max-model-len 30000  --gpu-memory-utilization 1.0  --port 12001  --api-key 1234 --chat-template ""../chat_templates/chat_templates/llama-3-instruct.jinja""
cat ../chat_templates/llama-3-instruct.jinja
{% if messages[0]['role'] == 'system' %}
    {% set offset = 1 %}
{% else %}
    {% set offset = 0 %}
{% endif %}

{{ bos_token }}
{% for message in messages %}
    {% if (mess",
IssueCommentEvent,langchain-ai/langchain,to-sora,2025-01-21T02:47:15Z,for get maek as bug ,
PullRequestEvent,langchain-ai/langchain,ZhangShenao,2025-01-21T03:03:55Z,"[Doc] Improve api doc - Fix doc description
- Add static method decorator",
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T03:03:59Z,"[vc]: #E5/WRpOX0nqsxRqknV4l2uRbESp0XAkNjqR0P+PcLsk=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJyb290RGlyZWN0b3J5IjoiZG9jcyIsImluc3BlY3RvclVybCI6Imh0dHBzOi8vdmVyY2VsLmNvbS9sYW5nY2hhaW4vbGFuZ2NoYWluLzl0cDFqYzYyTnpyQ3pMdWdjd0twUjdFZWVhVksiLCJwcmV2aWV3VXJsIjoibGFuZ2NoYWluLWdpdC1mb3JrLXpoYW5nc2hlbmFvLWltcHJvdmUtZG9jLWxhbmdjaGFpbi52ZXJjZWwuYXBwIiwibmV4dENvbW1pdFN0YXR1cyI6IlBFTkRJTkciLCJsaXZlRmVlZGJhY2siOnsicmVzb2x2ZWQiOjAsInVucmVzb2x2ZWQiOjAsInRvdGFsIjowLCJsaW5rIjoibGFuZ2NoYWluLWdpdC1mb3JrLXpoYW5nc2hlbmFvLWltcHJvdmUtZG9jLWxhbmdjaGFpbi52ZXJjZWwuYXBwIn19XX0=
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/9tp1jc62NzrCzLugcwKpR7EeeaVK)) | [Visit Preview](https://langchain-git-fork-zhangshenao-improv",
PullRequestEvent,langchain-ai/langchain,baskaryan,2025-01-21T03:05:16Z,community[patch]: Release 0.3.15,
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T03:05:20Z,"[vc]: #HcNe/GBdiubnhSArZ2FThKUyWuDCWPN27YZtmvbL498=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJpbnNwZWN0b3JVcmwiOiJodHRwczovL3ZlcmNlbC5jb20vbGFuZ2NoYWluL2xhbmdjaGFpbi80b3l6UXd6N3g0MlRReEhCdWNCcENFZ29adE1pIiwicHJldmlld1VybCI6ImxhbmdjaGFpbi1naXQtYmFnYXR1ci1jb21tdW5pdHkwMzE1LWxhbmdjaGFpbi52ZXJjZWwuYXBwIiwibmV4dENvbW1pdFN0YXR1cyI6IklHTk9SRUQiLCJsaXZlRmVlZGJhY2siOnsicmVzb2x2ZWQiOjAsInVucmVzb2x2ZWQiOjAsInRvdGFsIjowLCJsaW5rIjoiIn0sInJvb3REaXJlY3RvcnkiOiJkb2NzIn1dfQ==
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)


<details><summary>1 Skipped Deployment</summary>

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | ⬜️ Ignored ([Inspect](https://vercel.com/langchain/langchain/4oyzQwz7x42TQxHBucBpCEgoZtMi)) | [Visit Preview](https://langchain-git-bagatur-community0315-langchain.vercel.app) |  | Jan 21, 2025 3:",
IssueCommentEvent,deepseek-ai/DeepSeek-R1,kiankyars,2025-01-21T03:05:45Z,"""parapraphs"" on page 10",
IssueCommentEvent,ollama/ollama,olumolu,2025-01-21T03:06:43Z,"https://huggingface.co/deepseek-ai/DeepSeek-R1-Zero
https://huggingface.co/deepseek-ai/DeepSeek-R1
R1 and zero support please",
PullRequestEvent,langchain-ai/langchain,baskaryan,2025-01-21T03:10:08Z,community[patch]: Release 0.3.15,
IssueCommentEvent,deepseek-ai/DeepSeek-R1,kangkannnng,2025-01-21T03:13:34Z,+1,
IssueCommentEvent,ollama/ollama,Hench10,2025-01-21T03:20:17Z,我的[机械革命 imini S710，CPU是8845HS，核显是780M；尝试了上述方法，貌似都无法识别我GPU。求助,
IssueCommentEvent,langchain-ai/langchain,MartinChen1973,2025-01-21T03:29:06Z,"@ccurme Oh I see. You have the point. 
1. The API key belongs to me and is out of date. But it's ok to delete it.
2. Yes I agree with you that some messages from the LLM might include sensitive information. ( I once printed my Api key in the langchain model response.)

What if we do either of : 
1. Raise error saying ""Calling to the Api failed with some error. Check if your key is invalid or other configurations."".
2. Save a piece of ""langchain standard log""(don't know if there is such kind of things) and ask the maintainer to check.

If you think one of them is ok I can help implement it. I was really bothered by the IndexError. It cost me 2 days to find out the truth. Thought it was about my venv. And I charged my account but did not notice that the key was already deleted (it's for students in a finished training. I teach langchain courses).",
IssueCommentEvent,ollama/ollama,ading2210,2025-01-21T03:29:49Z,"As a rudimentary workaround, I wrote a bash script that monitors ollama's network usage and constantly suspends/resumes the ollama process.

https://gist.github.com/ading2210/882565526f7e1f2b9b14a022ac3741ac

Make sure you have `nethogs` installed (`sudo apt install nethogs`).

For example, if you want to limit downloads to 5000 KB/s:
```
$ sudo ./ollama-limiter.sh 5000
```",
IssuesEvent,deepseek-ai/DeepSeek-R1,jakeju92,2025-01-21T03:44:22Z,"Request for the Release of the SFT Dataset for Distillation Hi,

Congratulations on such a fantastic piece of work!

In Section 2.4 of your paper, you mention employing an **800k curated dataset** for SFT on the LLama and Qwen models. I was wondering if there is any possibility of open-sourcing this dataset? It would be immensely valuable for the community and could greatly aid related research efforts.",
IssuesEvent,deepseek-ai/DeepSeek-R1,catsled,2025-01-21T03:44:34Z,"typo in paper <img width=""795"" alt=""Image"" src=""https://github.com/user-attachments/assets/8e6a84a4-0dd9-416a-b654-d90fe4a8ed82"" />",
IssueCommentEvent,ollama/ollama,Willian7004,2025-01-21T03:45:58Z,I have a similar problem on Windows.,
IssuesEvent,deepseek-ai/DeepSeek-R1,Spike-Leung,2025-01-21T03:46:29Z,"DeepSeek error: (HTTP/2 400) deepseek-reasoner does not support the parameter `temperature` When call the api with deepseek-reasoner, it return: 

DeepSeek error: (HTTP/2 400) deepseek-reasoner does not support the parameter `temperature`

seems `temperature` not work for deepseek-reasoner?",
IssueCommentEvent,deepseek-ai/DeepSeek-R1,Spike-Leung,2025-01-21T03:46:30Z,"It's working now, and the issue is closed, thanks.
",
IssuesEvent,deepseek-ai/DeepSeek-R1,CorradoF,2025-01-21T03:52:40Z,"Your Aider benchmark score is lower than the real one The developer of Aider tested r1 scored 56.9%
You say on the model card
Aider-Polyglot (Acc.)  53.3
https://aider.chat/docs/leaderboards/

fix it on huggingface too",
IssueCommentEvent,ollama/ollama,CrazyBoyM,2025-01-21T03:59:54Z,need it too.,
IssueCommentEvent,ollama/ollama,CrazyBoyM,2025-01-21T04:07:49Z,@mchiang0610 where is the PR for asr and tts?,
IssueCommentEvent,deepseek-ai/DeepSeek-R1,voodoohop,2025-01-21T04:21:37Z,You need to use model 'deepseek-reasoner' ,
IssueCommentEvent,ollama/ollama,Willian7004,2025-01-21T04:25:10Z,"> I have a similar problem on Windows.

I used v0.5.7 when I found the problem. I downloaded model successfully 10 days ago with  v0.5.5 but I tried v0.5.5 just now and got the same problem. Maybe the error was caused by server.",
IssueCommentEvent,ollama/ollama,afeiship,2025-01-21T05:16:03Z,"✅ This worked for me!

```shell
export OLLAMA_HOST=http://0.0.0.0:11434;
```
",
IssuesEvent,deepseek-ai/DeepSeek-R1,hank0316,2025-01-21T05:17:49Z,"GRPO implementation Hi Deepseek Team,

Thank you for your brilliant work! I’m currently trying to experiment with GRPO, but I couldn’t find its implementation. Do you have any plans to release the training code?",
IssuesEvent,deepseek-ai/DeepSeek-R1,jiashenggu,2025-01-21T05:47:58Z,"Generation Setup ![Image](https://github.com/user-attachments/assets/f421c4c6-9e68-4b7b-a31a-82f923604850)
why estimate pass@1 here？",
IssuesEvent,deepseek-ai/DeepSeek-R1,009topersky,2025-01-21T05:48:09Z,"How many R are there in the word ""Strawberry""? into ""Strawfurbery"" - from ollama deepseek-r1:1.5b I tried to test the new deepseek-r1:1.5b in my local ollama and pull the model:

![Image](https://github.com/user-attachments/assets/2cc0a008-c860-4c70-bb38-138ab9372438)

and then after I ask like how many R are there in the word ""Strawberry""?

![Image](https://github.com/user-attachments/assets/2dc55adb-1bd8-4099-a994-0fbc38479fdc)

and this became our conversation?

```
 How many R are there in the word ""Strawberry""?
<think>
First, I need to count the number of consonants in the word ""Strawberry.""

I'll list each letter and determine if it's a vowel or a consonant.

S is a consonant.
t is a consonant.
r is a consonant.
a is a vowel.
w is a consonant.
f is a consonant.
u is a vowel.
r is a consonant.
b is a consonant.
e is a vowel.
r is a consonant.
y is sometimes considered a vowel, but in this case, it doesn't add to the count of vowels.

So, counting all the consonants: S, T, R, W, F,",
IssueCommentEvent,ollama/ollama,JB-Bryant,2025-01-21T05:58:41Z,"> > I have a similar problem on Windows.
> 
> I used v0.5.7 when I found the problem. I downloaded model successfully 10 days ago with v0.5.5 but I tried v0.5.5 just now and got the same problem. Maybe the error was caused by server.
Thx for ur reply! Did u use proxy download model too?I have no downloaded any model for about 2 months.This problem happened in 0.5.6 & 0.5.7 in my mac, I though it was because the multi-threaded download didn't merge right before but now it seems the server problems:(
",
IssueCommentEvent,ollama/ollama,JB-Bryant,2025-01-21T05:58:52Z,"> [#8484](https://github.com/ollama/ollama/issues/8484)

Thx!
",
PullRequestEvent,langchain-ai/langchain,Drummersbrother,2025-01-21T06:01:18Z,"Community: fix missing f-string modifier in oai structured output parsing error - **Description:** The ValueError raised on certain structured-outputs parsing errors, in langchain openai community integration, was missing a f-string modifier and so didn't produce useful outputs. This is a 2-line, 2-character change.
- **Issue:** None open that this fixes
- **Dependencies:** Nothing changed
- **Twitter handle:** None

- [X] **Add tests and docs**: There's nothing to add for.
- [-] **Lint and test**: Happy to run this if you deem it necessary.",
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T06:01:22Z,"[vc]: #8GJ5traFY9b/Yc5wTbTYMQ3zyDbFiwCbDha4+vE5NI0=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJyb290RGlyZWN0b3J5IjoiZG9jcyIsImluc3BlY3RvclVybCI6Imh0dHBzOi8vdmVyY2VsLmNvbS9sYW5nY2hhaW4vbGFuZ2NoYWluLzZmUzFzQ2NndlJCRzFNaVlKeFdZVXc4WTljTWkiLCJwcmV2aWV3VXJsIjoibGFuZ2NoYWluLWdpdC1mb3JrLWRydW1tZXJzYnJvdGhlci1maXgtb2FpLXN0ci01N2UwNjMtbGFuZ2NoYWluLnZlcmNlbC5hcHAiLCJuZXh0Q29tbWl0U3RhdHVzIjoiUEVORElORyIsImxpdmVGZWVkYmFjayI6eyJyZXNvbHZlZCI6MCwidW5yZXNvbHZlZCI6MCwidG90YWwiOjAsImxpbmsiOiJsYW5nY2hhaW4tZ2l0LWZvcmstZHJ1bW1lcnNicm90aGVyLWZpeC1vYWktc3RyLTU3ZTA2My1sYW5nY2hhaW4udmVyY2VsLmFwcCJ9fV19
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/6fS1sCcgvRBG1MiYJxWYUw8Y9cMi)) | [Visit Preview](https://langchain",
IssueCommentEvent,deepseek-ai/DeepSeek-R1,ghj1976,2025-01-21T06:13:42Z,+1,
IssueCommentEvent,deepseek-ai/DeepSeek-R1,4amup,2025-01-21T06:22:23Z,+1,
IssuesEvent,deepseek-ai/DeepSeek-R1,Sariel2,2025-01-21T06:31:48Z,"deepseek-reasoner does not support successive user or assistant messages `{""error"":{""message"":""deepseek-reasoner does not support successive user or assistant messages (messages[1] and messages[2] in your input). You should interleave the user/assistant messages in the message sequence."",""type"":""invalid_request_error"",""param"":null,""code"":""invalid_request_error""}}`

when i use deepseek-reasoner in cursor, error like this.",
IssuesEvent,deepseek-ai/DeepSeek-R1,Hunter-P,2025-01-21T06:33:40Z,"In eval，why generate 64 responses per query to estimate pass@1? In general, model generates just one response per query to estimate pass@1, why generate 64 responses per query to estimate pass@1?",
IssueCommentEvent,deepseek-ai/DeepSeek-R1,YuBai630,2025-01-21T06:36:58Z,I meet the same problem.,
IssueCommentEvent,deepseek-ai/DeepSeek-R1,reatang,2025-01-21T06:39:54Z,x2 + 1,
IssueCommentEvent,deepseek-ai/DeepSeek-R1,Sariel2,2025-01-21T06:49:22Z,"In the same CONFIG, deepseek-chat model could reply success.",
IssueCommentEvent,ollama/ollama,Shiven-saini,2025-01-21T06:52:02Z,R1 support is already provided in the ollama.,
IssueCommentEvent,deepseek-ai/DeepSeek-R1,flyfish101,2025-01-21T07:09:54Z,x2 + 2,
PullRequestEvent,langchain-ai/langchain,Tugaytalha,2025-01-21T07:14:46Z,"Docs: update huggingfacehub.ipynb langchain -> langchain-huggingface 



Updated the installation command from:
%pip install --upgrade --quiet langchain sentence_transformers to:
%pip install --upgrade --quiet langchain-huggingface sentence_transformers

This resolves an import error in the notebook when using `from langchain_huggingface.embeddings import HuggingFaceEmbeddings`.",
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T07:14:51Z,"[vc]: #oMSRgudrpyhuLzXSx7sFQEqcsS21zvf7Y6SI26Q7Vo8=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJpbnNwZWN0b3JVcmwiOiJodHRwczovL3ZlcmNlbC5jb20vbGFuZ2NoYWluL2xhbmdjaGFpbi9EZmlycDJUbzlqZTZyWFdrZkFtTllVejg1QXJhIiwicHJldmlld1VybCI6ImxhbmdjaGFpbi1naXQtZm9yay10dWdheXRhbGhhLXBhdGNoLTEtbGFuZ2NoYWluLnZlcmNlbC5hcHAiLCJuZXh0Q29tbWl0U3RhdHVzIjoiUEVORElORyIsImxpdmVGZWVkYmFjayI6eyJyZXNvbHZlZCI6MCwidW5yZXNvbHZlZCI6MCwidG90YWwiOjAsImxpbmsiOiJsYW5nY2hhaW4tZ2l0LWZvcmstdHVnYXl0YWxoYS1wYXRjaC0xLWxhbmdjaGFpbi52ZXJjZWwuYXBwIn19XX0=
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/Dfirp2To9je6rXWkfAmNYUz85Ara)) | [Visit Preview](https://langchain-git-fork-tugaytalha-patch-1-langchain.vercel.app) | 💬 [**Add feedback**",
PullRequestEvent,langchain-ai/langchain,Tugaytalha,2025-01-21T07:22:00Z,"Docs: update huggingfacehub.ipynb langchain -> langchain-huggingface 



Updated the installation command from:
%pip install --upgrade --quiet langchain sentence_transformers to:
%pip install --upgrade --quiet langchain-huggingface sentence_transformers

This resolves an import error in the notebook when using `from langchain_huggingface.embeddings import HuggingFaceEmbeddings`.",
PullRequestEvent,langchain-ai/langchain,Tugaytalha,2025-01-21T07:25:37Z,"Docs: update huggingfacehub.ipynb langchain -> langchain-huggingface 


Updated the installation command from:
%pip install --upgrade --quiet langchain sentence_transformers to: %pip install --upgrade --quiet langchain-huggingface sentence_transformers

This resolves an import error in the notebook when using from langchain_huggingface.embeddings import HuggingFaceEmbeddings.",
IssueCommentEvent,deepseek-ai/DeepSeek-R1,corbt,2025-01-21T07:27:20Z,"Also, could you clarify what ""distillation"" means in this context? Were the distilled models simply trained using standard SFT on the generated traces/answers from Deepseek R1? Or were they trained with logit-level distillation of some kind?",
IssueCommentEvent,deepseek-ai/DeepSeek-R1,vasu-sachdeva111,2025-01-21T07:27:22Z,"I think it is due to its smallest size(1.5B) which you used, I watched a video of asking same question from DeepSeek-R1(not confirmed about size) and it gives a correct answer with a good explanation.",
IssuesEvent,deepseek-ai/DeepSeek-R1,breakenknife,2025-01-21T07:28:49Z,"Help: 在ollama上运行时, 怎么才能让它不返回<think>标签 ?  When running on ollama, how can I make it not return the < think > tag? 如题, 每个问题都会在<think>标签对里返回一段很长的思考过程,怎么让它只返回最终答案?
For example, each question will return a long thought process in  <think>...</think>. How can we make it return only the final answer?",
IssueCommentEvent,ollama/ollama,jyomu,2025-01-21T07:30:07Z,"As a temporary workaround, you can continue the download by stopping the `ollama pull` within 5 seconds after the download speed drops by pressing `Ctrl+C`, and then running it again. At least, this method works in my environment.",
IssuesEvent,deepseek-ai/DeepSeek-R1,Kyrie666,2025-01-21T07:33:29Z,有同学评估过r1模型的效率吗？,
IssueCommentEvent,deepseek-ai/DeepSeek-R1,Julianlaue,2025-01-21T07:34:21Z,"I encountered the same issue. It's very weird. I tried multiple times with and without context. Interestingly, it worked without context when using the @ symbol. After having a normal conversation without context and gradually introducing context, it started working. Now, it consistently works, even when directly introducing context via the @ symbol. It’s very strange, but I suggest trying it multiple times with different versions of context until it works.",
IssueCommentEvent,ollama/ollama,olumolu,2025-01-21T07:37:41Z,but r1 zero is not available ,
IssueCommentEvent,deepseek-ai/DeepSeek-R1,catsled,2025-01-21T07:52:58Z,训练的时候这个是 reward的一部分，应该没办法跳过吧，只能写个规则让它在输出的时候不输出这些,
IssueCommentEvent,deepseek-ai/DeepSeek-R1,Halflifefa,2025-01-21T07:53:14Z,"r1是推理模型，他的能力可以说完全依托于think，不想要think可以用deekseek-v3。
或者你可以手动把think的内容屏蔽掉，类似于o1模型的api使用体验。
但无论如何，得到最终结果之前，模型都会进行think（也有时候think是空的），也就意味着，这段时间你必须等待。
",
IssueCommentEvent,ollama/ollama,rick-github,2025-01-21T07:56:11Z,"> DeepSeek-R1-Zero encounters challenges such as endless repetition, poor readability, and language mixing. To address these issues and further enhance reasoning performance, we introduce DeepSeek-R1",
IssuesEvent,deepseek-ai/DeepSeek-R1,catsled,2025-01-21T07:56:20Z,蒸馏数据请求 可以开源蒸馏数据吗，或者相应的prompt，【实验使用】,
PullRequestEvent,langchain-ai/langchain,pprados,2025-01-21T08:07:52Z,"community[minor]: 03 - Refactoring PyPDF parser This is one part of a larger Pull Request (PR) that is too large to be submitted all at once.
This specific part focuses on updating the PyPDF parser.

For more details, see [PR 28970](https://github.com/langchain-ai/langchain/pull/28970).",
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T08:07:55Z,"[vc]: #m5LppMZU4MYcNBM4C554HUgl+a1Vf1Z4ylcQ7840JSk=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJyb290RGlyZWN0b3J5IjoiZG9jcyIsImluc3BlY3RvclVybCI6Imh0dHBzOi8vdmVyY2VsLmNvbS9sYW5nY2hhaW4vbGFuZ2NoYWluLzdteG9wdVBRVks3NGp2a1B6ZzVBcVhvOXhhVmsiLCJwcmV2aWV3VXJsIjoibGFuZ2NoYWluLWdpdC1mb3JrLXBwcmFkb3MtcHByYWRvcy0wMy1weXBkZi1sYW5nY2hhaW4udmVyY2VsLmFwcCIsIm5leHRDb21taXRTdGF0dXMiOiJQRU5ESU5HIiwibGl2ZUZlZWRiYWNrIjp7InJlc29sdmVkIjowLCJ1bnJlc29sdmVkIjowLCJ0b3RhbCI6MCwibGluayI6ImxhbmdjaGFpbi1naXQtZm9yay1wcHJhZG9zLXBwcmFkb3MtMDMtcHlwZGYtbGFuZ2NoYWluLnZlcmNlbC5hcHAifX1dfQ==
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/7mxopuPQVK74jvkPzg5AqXo9xaVk)) | [Visit Preview](https://langchain-git-fork-pprados-pprado",
IssueCommentEvent,ollama/ollama,ruirui2021,2025-01-21T08:09:11Z,"my problem is that it seems docker can't find the new file location.
I run /ollama list/ in term, it can find the model , but when i open the openweb UI through docker it can't find any model.
plz help, thx.",
IssuesEvent,deepseek-ai/DeepSeek-R1,wjn1996,2025-01-21T08:10:00Z,"Some questions about Deepseek R1 A very nice work which is **THE FIRST** to provide us with some details of o1-like implementation, I have some questions and viewpoints on this work:

- What's the query source of cold data (thousands) and distillation reasoning data (200k). I think you chose math, code, and stem as the query seed, can you provide more details of these query data distributions?
- The RL training process lasted for 8,000 steps. Does the number of steps here refer to the number of times the policy parameters are updated?
- What's the difference between ""aha moment"" and other slow-thinking paradigms? Are you investigating its importance and what's the performance change if LLM reasons with or without this style?
- We found that during RL training, the model output would have problems with repeated characters and sentences. I would like to ask if you have also encountered such problems and how to solve them.
- What's the performance of Deepseek R1 when using PRM and MCST? 
",
