user,degree_cent,strength,betweenness,pagerank_l1,pagerank_l2,community,macro_community,role
abdarwish23,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
Justin-12138,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
YonTracks,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
robbyjo,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
jobnomade,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
Thot-Htp,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
YuiiCh,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
Gaurav4604,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
daniel-adriano,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
mrRedSun,0.005945303210463733,5,8.12760696827264e-05,0.0006578133856605375,0.0,4,deepseek,Peripheral
Danyalo,0.005945303210463733,5,8.12760696827264e-05,0.0006578133856605375,0.0,4,deepseek,Peripheral
yehx6,0.005945303210463733,5,8.12760696827264e-05,0.0006578133856605375,0.0,4,deepseek,Peripheral
baraich,0.00356718192627824,3,0.0004358462877755894,0.0006542166548746562,0.0,11,ollama,Peripheral
BeMgCaSrBa,0.00356718192627824,3,0.0,0.0006454645480896241,0.0,3,deepseek,Peripheral
zekosan,0.00356718192627824,3,0.0,0.0006454645480896241,0.0,3,deepseek,Peripheral
ayyadaslam007,0.0023781212841854932,2,0.0035586886359775787,0.0006388475101418711,0.0,0,ollama,Bridge
Wooonster,0.005945303210463733,5,3.726269210286833e-05,0.000637563949981924,0.0,2,ollama,Peripheral
benjamin-ebert,0.0011890606420927466,1,0.0,0.0006345721223391303,0.0,0,ollama,Peripheral
bitfl0wer,0.0023781212841854932,2,0.0,0.0006339197216841134,0.0,0,ollama,Peripheral
resdl777,0.00356718192627824,3,0.0,0.0006290118475654225,0.0,5,deepseek,Peripheral
Amal97,0.00356718192627824,3,0.0,0.0006290118475654225,0.0,5,deepseek,Peripheral
vvincent1234,0.00356718192627824,3,0.0,0.0006290118475654225,0.0,5,deepseek,Peripheral
samrudha01codespace,0.0023781212841854932,2,0.0,0.0006289273168560996,0.0,0,ollama,Peripheral
amrrs,0.0023781212841854932,2,0.001189060642092747,0.0006255722442023424,0.0,0,ollama,Peripheral
NGC13009,0.0023781212841854932,2,0.001189060642092747,0.0006255722442023424,0.0,0,ollama,Peripheral
t0d4,0.0023781212841854932,2,0.001189060642092747,0.0006255722442023424,0.0,0,ollama,Peripheral
ypiguet-epfl,0.0023781212841854932,2,0.001189060642092747,0.0006255722442023424,0.0,0,ollama,Peripheral
isamu,0.0023781212841854932,2,0.0,0.0006198123737387256,0.0,15,ollama,Peripheral
Hunter-P,0.0023781212841854932,2,0.0,0.0006168304689036113,0.0,5,deepseek,Peripheral
conql,0.00356718192627824,3,0.0,0.000611348153577851,0.0,4,deepseek,Peripheral
mygoobox,0.00356718192627824,3,0.0,0.000611348153577851,0.0,4,deepseek,Peripheral
Williamaurthur,0.0023781212841854932,2,0.0,0.0006108845238295955,0.0,8,deepseek,Peripheral
Dokterpostds,0.0011890606420927466,1,0.0,0.0006088839225374904,0.0,1,langchain,Peripheral
Francesco9932,0.0011890606420927466,1,0.0,0.0006088839225374904,0.0,1,langchain,Peripheral
nigamankit7,0.0023781212841854932,2,0.002378121284185494,0.0006069736651584409,0.0,0,ollama,Bridge
RGFTheCoder,0.0023781212841854932,2,0.0011876450937093033,0.0006059927039957035,0.0,0,ollama,Peripheral
818000,0.0023781212841854932,2,0.0011876450937093033,0.0006059927039957035,0.0,0,ollama,Peripheral
MythicArrow,0.00356718192627824,3,0.0,0.0006006908112297774,0.0,4,deepseek,Peripheral
supercheetah,0.00356718192627824,3,0.0,0.0006006908112297774,0.0,4,deepseek,Peripheral
1280px,0.00356718192627824,3,0.0,0.0006006908112297774,0.0,4,deepseek,Peripheral
akamaus,0.0023781212841854932,2,0.0007846856538889882,0.000598338474528209,0.0,0,ollama,Peripheral
Fastidius-au,0.0023781212841854932,2,0.0039086783778477414,0.0005937791006308241,0.0,0,ollama,Bridge
lescieur,0.0023781212841854932,2,0.0,0.0005886447946543165,0.0,0,ollama,Peripheral
20246688,0.0011890606420927466,2,0.0,0.0005885118679718408,0.0,0,ollama,Peripheral
ghostplant,0.0011890606420927466,2,0.0,0.0005885118679718408,0.0,0,ollama,Peripheral
blacklightpy,0.0023781212841854932,2,0.0008222180172447012,0.0005870898009237577,0.0,0,ollama,Peripheral
gslin1224,0.0011890606420927466,1,0.0,0.0005845847931668574,0.0,15,ollama,Peripheral
dpereira,0.0011890606420927466,1,0.0,0.0005845847931668574,0.0,15,ollama,Peripheral
zhaohuizh,0.0011890606420927466,1,0.0,0.0005787288222131508,0.0,1,langchain,Peripheral
ranbir7,0.0023781212841854932,2,0.0,0.0005631656613440332,0.0,3,deepseek,Peripheral
Kevinrivas96,0.0023781212841854932,2,0.0,0.0005631656613440332,0.0,3,deepseek,Peripheral
C0nanT,0.0023781212841854932,2,0.0,0.0005631656613440332,0.0,3,deepseek,Peripheral
Takerman,0.0023781212841854932,2,0.0,0.0005631656613440332,0.0,3,deepseek,Peripheral
hang245141253,0.0023781212841854932,2,0.0,0.0005631656613440332,0.0,3,deepseek,Peripheral
LexiR90,0.0023781212841854932,2,0.0,0.0005631656613440332,0.0,3,deepseek,Peripheral
GeeeekExplorer,0.0023781212841854932,2,0.01418379480210633,0.0005602151519183726,0.0,8,deepseek,Bridge
marcos-mendez,0.0047562425683709865,4,1.5036065231410918e-05,0.0005586294225671622,0.0,4,deepseek,Peripheral
arslaan5,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
lxbworld,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
mikolajsawicki,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
bhnorman11,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
Finndersen,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
mrtushartiwari,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
rakesh-srivastava-negd,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
jasonzbao,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
dakshsinghal2003,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
n-sviridenko,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
srkirkland,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
Sheepsta300,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
arno756,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
GhimBoon,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
ENCODERS09,0.0011890606420927466,1,0.0,0.0005532304140682042,0.0,1,langchain,Peripheral
Guedxx,0.0023781212841854932,2,0.0005386275155727745,0.0005528829948205955,0.0,0,ollama,Peripheral
lavisharma-25,0.0023781212841854932,2,0.0005386275155727745,0.0005528829948205955,0.0,0,ollama,Peripheral
gileneusz,0.0023781212841854932,2,0.00033053054753411353,0.0005528038722374575,0.0,0,ollama,Peripheral
MathiasSchindler,0.00356718192627824,3,0.0,0.0005526115625260992,0.0,7,ollama,Peripheral
jangrewe,0.00356718192627824,3,0.0,0.0005526115625260992,0.0,7,ollama,Peripheral
xlggit,0.00356718192627824,3,0.0,0.0005526115625260992,0.0,7,ollama,Peripheral
walmartbaggg,0.0023781212841854932,2,0.0,0.0005514000406141694,0.0,6,ollama,Peripheral
gunamata,0.0023781212841854932,2,0.0,0.0005514000406141694,0.0,6,ollama,Peripheral
philippgille,0.0023781212841854932,2,0.0,0.0005514000406141694,0.0,6,ollama,Peripheral
bbSnavy,0.0023781212841854932,2,0.0,0.0005514000406141694,0.0,6,ollama,Peripheral
SapanaJadhav,0.0023781212841854932,2,0.0,0.0005513051277777606,0.0,3,deepseek,Peripheral
MuzzammilRafiq,0.0023781212841854932,2,0.0,0.0005513051277777606,0.0,3,deepseek,Peripheral
ShivamSrng,0.0023781212841854932,2,0.0,0.0005405419221097883,0.0,2,ollama,Peripheral
terling,0.0023781212841854932,2,0.0018769421658252977,0.0005303022499583652,0.0,2,ollama,Bridge
jjparady,0.0023781212841854932,2,0.0018769421658252977,0.0005303022499583652,0.0,2,ollama,Bridge
1zilc,0.0023781212841854932,2,0.0018769421658252977,0.0005303022499583652,0.0,2,ollama,Bridge
yiteei,0.0023781212841854932,2,0.0018769421658252977,0.0005303022499583652,0.0,2,ollama,Bridge
gl2007,0.0023781212841854932,2,0.0018769421658252977,0.0005303022499583652,0.0,2,ollama,Bridge
joseph777111,0.0023781212841854932,2,0.0018769421658252977,0.0005303022499583652,0.0,2,ollama,Bridge
chinmayc0707,0.0023781212841854932,2,0.00025530942471791845,0.000525861836516084,0.0,11,ollama,Peripheral
regularRandom,0.0023781212841854932,2,0.0,0.0005229499854500757,0.0,6,ollama,Peripheral
tchaton,0.0023781212841854932,2,0.010937208655447415,0.0005222524077672687,0.0,6,ollama,Bridge
ArhamHS,0.0023781212841854932,2,0.0,0.0005221739990207846,0.0,13,deepseek,Peripheral
Aryan-Thapa,0.0023781212841854932,2,0.0,0.0005221739990207846,0.0,13,deepseek,Peripheral
Sheddy211,0.0011890606420927466,1,0.0,0.0005214206754206491,0.0,2,ollama,Peripheral
mohitpaddhariya,0.0011890606420927466,1,0.0,0.0005214206754206491,0.0,2,ollama,Peripheral
trivalik,0.0023781212841854932,2,0.0003919672480681917,0.0004946733768071197,0.007845705674306152,2,ollama,Peripheral
wijjj,0.0023781212841854932,2,0.0,0.0004881610195040202,0.0,6,ollama,Peripheral
Thf772,0.0023781212841854932,2,0.0,0.0004881610195040202,0.0,6,ollama,Peripheral
Vyerni,0.0011890606420927466,1,0.0,0.00048798095184886145,0.0,0,ollama,Peripheral
easp,0.0011890606420927466,1,0.0,0.00048798095184886145,0.0,0,ollama,Peripheral
rahulbhoyar1995,0.0011890606420927466,1,0.0,0.0004828962128345325,0.0,1,langchain,Peripheral
unkindypie,0.0011890606420927466,1,0.0,0.0004828962128345325,0.0,1,langchain,Peripheral
Pranya-Chandratre,0.0011890606420927466,1,0.0,0.0004828962128345325,0.0,1,langchain,Peripheral
jhpiedrahitao,0.0011890606420927466,1,0.0,0.0004828962128345325,0.007845705674306152,1,langchain,Peripheral
SidGurajala,0.0011890606420927466,1,0.0,0.0004828962128345325,0.0,1,langchain,Peripheral
sohanpsai,0.0011890606420927466,1,0.0,0.0004828962128345325,0.007845705674306152,1,langchain,Peripheral
ZhangShenao,0.0011890606420927466,1,0.0,0.0004828962128345325,0.007845705674306152,1,langchain,Peripheral
amaan-ai20,0.0011890606420927466,1,0.0,0.0004828962128345325,0.007845705674306152,1,langchain,Peripheral
simpliatanu,0.0011890606420927466,1,0.0,0.0004828962128345325,0.0,1,langchain,Peripheral
openvino-dev-samples,0.0011890606420927466,1,0.0,0.0004828962128345325,0.0,1,langchain,Peripheral
keenanpepper,0.0011890606420927466,1,0.0,0.0004828962128345325,0.0,1,langchain,Peripheral
pm390,0.0011890606420927466,1,0.0,0.0004828962128345325,0.0,1,langchain,Peripheral
stefan-berkner-tilotech,0.0011890606420927466,1,0.0,0.0004828962128345325,0.007845705674306152,1,langchain,Peripheral
baskaryan,0.0011890606420927466,1,0.0,0.0004828962128345325,0.0,1,langchain,Peripheral
ianchi,0.0011890606420927466,1,0.0,0.0004828962128345325,0.007845705674306152,1,langchain,Peripheral
Magnuti,0.0011890606420927466,1,0.0,0.0004828962128345325,0.0,1,langchain,Peripheral
MacsDickinson,0.0011890606420927466,1,0.0,0.0004828962128345325,0.0,1,langchain,Peripheral
b2nil,0.0011890606420927466,1,0.0,0.00048012890095727343,0.0,18,deepseek,Peripheral
Azukee,0.0023781212841854932,2,0.0,0.00047813942110701665,0.0,4,deepseek,Peripheral
xlorne,0.0023781212841854932,2,0.0,0.00047393407676043077,0.0,5,deepseek,Peripheral
niltor,0.0023781212841854932,2,0.0,0.00047393407676043077,0.0,5,deepseek,Peripheral
lanyur,0.0011890606420927466,1,0.0,0.0004685062448960544,0.0,0,ollama,Peripheral
mabdulre9,0.0011890606420927466,1,0.0,0.00045459774244141173,0.0,0,ollama,Peripheral
OnlyRen,0.0011890606420927466,1,0.0,0.0004519259245340715,0.0,0,ollama,Peripheral
rajban94,0.0011890606420927466,1,0.0,0.00045061104356186984,0.0,1,langchain,Peripheral
gauravyad86,0.0011890606420927466,1,0.0,0.00045061104356186984,0.0,1,langchain,Peripheral
shatejas,0.0011890606420927466,1,0.0,0.00045061104356186984,0.0,1,langchain,Peripheral
Anash3,0.0011890606420927466,1,0.0,0.00045061104356186984,0.0,1,langchain,Peripheral
isahers1,0.0011890606420927466,1,0.0,0.00045061104356186984,0.054285138791065654,1,langchain,Peripheral
jacoblee93,0.0011890606420927466,1,0.0,0.00045061104356186984,0.054285138791065654,1,langchain,Peripheral
KeerthiNingegowda,0.0011890606420927466,1,0.0,0.0004479620573716657,0.0,0,ollama,Peripheral
VistritPandey,0.0011890606420927466,1,0.0,0.0004479620573716657,0.0,0,ollama,Peripheral
jammsen,0.0023781212841854932,2,0.0,0.0004352284844966433,0.0,4,deepseek,Peripheral
Ivanrs297,0.0023781212841854932,2,0.0,0.0004352284844966433,0.0,4,deepseek,Peripheral
amigacli,0.0011890606420927466,1,0.0,0.000432725813126813,0.0,2,ollama,Peripheral
cppfuns,0.0011890606420927466,1,0.0,0.0004303296947096611,0.0,18,deepseek,Peripheral
hellofaiz,0.0023781212841854932,2,7.07774191721873e-07,0.000428982227911876,0.0,3,deepseek,Peripheral
AhmedTammaa,0.0011890606420927466,1,0.0,0.0004282176343705053,0.007845705674306152,1,langchain,Peripheral
KarlCJ,0.0011890606420927466,1,0.0,0.0004282176343705053,0.0,1,langchain,Peripheral
benm5678,0.0011890606420927466,1,0.0,0.0004282176343705053,0.0,1,langchain,Peripheral
maxruby,0.0011890606420927466,1,0.0,0.00042447765789884926,0.0,0,ollama,Peripheral
belmont,0.0011890606420927466,1,0.0,0.00042447765789884926,0.0,0,ollama,Peripheral
Th3On3,0.0011890606420927466,1,0.0,0.00042447765789884926,0.1134887121035139,0,ollama,Peripheral
kdave,0.0011890606420927466,1,0.0,0.0004208308378057119,0.0,0,ollama,Peripheral
PadmajaVaishnavi,0.0011890606420927466,1,0.0,0.0004013592110413937,0.0,9,ollama,Peripheral
abenmrad,0.0011890606420927466,1,0.0,0.0004013592110413937,0.0,9,ollama,Peripheral
harsha-s,0.0011890606420927466,1,0.0,0.0004013592110413937,0.0,9,ollama,Peripheral
xarillian,0.0011890606420927466,1,0.0,0.0004013592110413937,0.0,9,ollama,Peripheral
spaidataiga,0.0011890606420927466,1,0.0,0.0003961736616606834,0.0,14,mixed,Peripheral
maxx-marchuk,0.0023781212841854932,2,0.0,0.00039117146128947314,0.0,7,ollama,Peripheral
gaojs,0.0023781212841854932,2,0.0,0.00039117146128947314,0.0,7,ollama,Peripheral
akarimabadi,0.0011890606420927466,1,0.0,0.00039012384283178606,0.0,5,deepseek,Peripheral
XFHurrican,0.0011890606420927466,1,0.0,0.00039012384283178606,0.0,5,deepseek,Peripheral
noperator,0.0011890606420927466,1,0.0,0.00038859680084917924,0.0,0,ollama,Peripheral
sixlive,0.0011890606420927466,1,0.0,0.00038859680084917924,0.0,0,ollama,Peripheral
ChristianWeyer,0.0011890606420927466,1,0.0,0.00038859680084917924,0.0,0,ollama,Peripheral
Miaozxje,0.0011890606420927466,1,0.0,0.00038859680084917924,0.0,0,ollama,Peripheral
zachwalton,0.0011890606420927466,1,0.0,0.00038859680084917924,0.0,0,ollama,Peripheral
KaymeKaydex,0.0011890606420927466,1,0.0,0.00038859680084917924,0.0,0,ollama,Peripheral
helmation,0.0011890606420927466,1,0.0,0.0003869675827565551,0.0,5,deepseek,Peripheral
BananasMan,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
TsurHerman,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
ZanMax,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
pminervini,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
hyongaa,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
papandadj,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
watashiwastar-yun,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
rpaGuyai,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
fred-vaneijk,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
RKouchoo,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
NerdyShawn,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
vikramnagwal,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
ragranados,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
Straykinich,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
loca5790,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
latent-variable,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
Fractal-0,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
brianthompson-sarcat,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
felix021,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
gotyer,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
tripolskypetr,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
dimyself,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
allaboutstrategy,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
DenisBalan,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
Bandit253,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
oguzhanet,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
EvgeniGenchev,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
raphael10-collab,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
steveseguin,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
berezhinskiy,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
britus,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
ichiecodes1,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
hereshui3,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
kurdo2000,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
Sebjac06,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
ergosumdre,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
jonsen,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
tne-ops,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
IAM582,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
yuimbo,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
tanmaysharma2001,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
stutteringp0et,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
matthiasgeihs,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
MaxAkbar,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
sikhness,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
NeKosmico,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
HuChundong,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
aadltya,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
viplike,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
santakd,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
graynoir,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
hgKang02,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
Saatvik-droid,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
nvip12041994,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
mikedolx,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
siddharthdashore,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
Bostoneary,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
acclayer7,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
AncientMystic,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
Mugane,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
JusefPol,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
phil123456,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
ClearLoving,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
mansibm6,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
lyjia,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
brianhuster,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
1009058470,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
Maltz42,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
hasansalimkanmaz,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
goactiongo,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
OnceCrazyer,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
oslijunw,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
Jeffhop,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
jozsefszalma,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
eviejw12,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
legendier,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
WinstonCHEN1,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
Eve-146T,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
somecoolguy1397,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
AkumaNoTsubasa,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
somera,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
maomao23314,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
lx687,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
art4key,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
ZaEvab55555,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
DragonCrafted87,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
pmedina-42,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
rsb-23,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
konian71,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
MarkWard0110,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
SlavikCA,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
liar666,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
dravenk,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
jps1990,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
Dawn-Xu-helloworld,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
kungfu-eric,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
bivsk,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
dolivanu,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
noctrex,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
totorofly,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
GAC-Machine,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
ozbillwang,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
mighty-services,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
Bashir-Rabbit,0.0011890606420927466,1,0.0,0.00038332956819019597,0.0,0,ollama,Peripheral
gmoulard,0.0011890606420927466,1,0.0,0.00038190750114211296,0.0,0,ollama,Peripheral
WAH19,0.0011890606420927466,1,0.0,0.0003768703133590623,0.0,6,ollama,Peripheral
zhengyunqq,0.0011890606420927466,1,0.0,0.0003765821561032372,0.0,5,deepseek,Peripheral
fmarquezg,0.0011890606420927466,1,0.0,0.0003765821561032372,0.0,5,deepseek,Peripheral
johnnynunez,0.0011890606420927466,1,0.0,0.00037411689217767296,0.0,0,ollama,Peripheral
puneeth-007,0.0011890606420927466,1,0.0,0.00037339126220417525,0.0,0,ollama,Peripheral
Inakito,0.0011890606420927466,1,0.0,0.00037067799543294677,0.0,2,ollama,Peripheral
chenlinzhe,0.0011890606420927466,1,0.0,0.00036499326279230005,0.0,4,deepseek,Peripheral
shouonga,0.0011890606420927466,1,0.0,0.00036470035615785877,0.0,8,deepseek,Peripheral
win10ogod,0.0011890606420927466,1,0.0,0.0003533227285220674,0.0,0,ollama,Peripheral
garrettbyrd,0.0011890606420927466,1,0.0,0.0003477006950389506,0.0,0,ollama,Peripheral
wes-kay,0.0011890606420927466,1,0.0,0.0003251199501767203,0.0,2,ollama,Peripheral
Feng-Yong-Qi,0.0011890606420927466,1,0.0,0.0003251199501767203,0.0,2,ollama,Peripheral
inspector3535,0.0011890606420927466,1,0.0,0.0003251199501767203,0.0,2,ollama,Peripheral
